entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
721,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αίθουσα,room,room photo,generated
722,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,ανάγνωση,oral presentation of text,oral presentation of text photo,generated
723,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αναγνωστικό,primer,primer photo,generated
724,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,ανακοίνωση,announcement,announcement photo,generated
725,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,ανθρωπολογία,anthropology,anthropology photo,generated
726,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,ανθρωπολογος,anthropologist,anthropologist photo,generated
727,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αντιγραφή,act of copying,act of copying photo,generated
728,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αποδυτήρχα,,,no_english
729,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,απολυτήριο,discharge papers,discharge papers photo,generated
730,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αποτυχία,failure,failure photo,generated
731,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αποχή,landing net,landing net photo,generated
732,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αριθμητική,arithmetic,arithmetic photo,generated
733,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,άσκηση,drill,drill photo,generated
734,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,άτλαντας,atlas,atlas photo,generated
735,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,αφαίρεση,subtraction,subtraction photo,generated
736,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,βαθμολογία,,,no_english
737,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,βαθμός,grade,grade photo,generated
738,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,βιβλίο,book,book photo,generated
739,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,βιβλιοθήκη,library,library photo,generated
740,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,βοήθημα,help,help photo,generated
741,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γεωγραφία,geography,geography photo,generated
742,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γιορτή,celebration,celebration photo,generated
743,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γραπτό,anything filled in written examinations,anything filled in written examinations photo,generated
744,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γραφείο,desk,desk photo,generated
745,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γράψιμο,writing,writing photo,generated
746,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γυμνασιάρχης,,,no_english
747,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γυμνάσιο,middle school,middle school photo,generated
748,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γυμναστήριο,gymnasium,gymnasium photo,generated
749,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γυμναστής,gymnast,gymnast photo,generated
750,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γυμνάστρια,gymnast,gymnast photo,generated
751,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,γυμναστική,gymnastics,gymnastics photo,generated
752,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,δασκάλα,female teacher,female teacher photo,generated
753,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,δάσκαλος,teacher,teacher photo,generated
754,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,δημοτικό,primary school,primary school photo,generated
755,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διά(:),"by, for, through",,needs_review
756,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διάβασμα,,,no_english
757,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διαβήτης,pair of compasses,pair of compasses photo,generated
758,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διαγωγή,behaviour,behaviour photo,generated
759,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διαγώνισμα,test,test photo,generated
760,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διάδρομος,corridor,corridor photo,generated
761,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διαίρεση,division,division photo,generated
762,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διακοπές,Nominative,Nominative photo,generated
763,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διάλειμμα,pause,pause photo,generated
764,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διδακτέαύλη,,,no_english
765,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,διευθυντής,manager,manager photo,generated
766,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,έδρα,platform,platform photo,generated
767,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,είσοδος,entrance,entrance photo,generated
768,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,εκδρομή,excursion,excursion photo,generated
769,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,εκπαίδευση,instruction,instruction photo,generated
770,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,"εκπαιδευτικός,ή,ό",,,no_english
771,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,έλεγχος,control,control photo,generated
772,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,έναρξη,initialisation,initialisation photo,generated
773,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,ενδεικτικό,,,no_english
774,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,εξάμηνο,,,no_english
775,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,εξετάσεις,Nominative,Nominative photo,generated
776,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,έξοδος,exit,exit photo,generated
777,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,έξοδοςκινδύνου,,,no_english
778,4,Σχολείο - Εκπαίδευση,Ουσιαστικά,noun,,επάγγελμα,profession,profession photo,generated
