entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
2797,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αγγείο,chamber pot,chamber pot photo,generated
2798,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αγκώνας,elbow,elbow photo,generated
2799,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αίμα,blood,blood photo,generated
2800,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αντίχειρας,thumb,thumb photo,generated
2801,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,άρθρωση,joint,joint photo,generated
2802,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αρτηρία,artery,artery photo,generated
2803,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αστράγαλος,ankle,ankle photo,generated
2804,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,αφτί,(anatomy) ear,,needs_review
2805,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,βάρος,weight,weight photo,generated
2806,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,βλεφαρίδα,eyelash,eyelash photo,generated
2807,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γάμπα,,,no_english
2808,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γεννητικάόργανα,,,no_english
2809,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γέφυρα(δοντιών),bridge,bridge photo,generated
2810,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γλώσσα,tongue,tongue photo,generated
2811,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γόνατο,knee,knee photo,generated
2812,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γονιμοποίηση,,,no_english
2813,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,γύψος,gypsum,gypsum photo,generated
2814,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,δάκρυ,tear,tear photo,generated
2815,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,δάχτυλο,finger,finger photo,generated
2816,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,δείκτης,indicator,indicator photo,generated
2817,11,Το ανθρώπινο σώμα - Η υγεία,Ουσιαστικά,noun,,διάσταση,dimension,dimension photo,generated
