entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
1254,6,Διατροφή,Ουσιαστικά,noun,,αλάτι,common salt,common salt photo,generated
1255,6,Διατροφή,Ουσιαστικά,noun,,αλατοπίπερο,salt and pepper,salt and pepper photo,generated
1256,6,Διατροφή,Ουσιαστικά,noun,,άνηθος,dill,dill photo,generated
1257,6,Διατροφή,Ουσιαστικά,noun,,αλεύρι,flour,flour photo,generated
1258,6,Διατροφή,Ουσιαστικά,noun,,αρνάκι,lamb,lamb photo,generated
1259,6,Διατροφή,Ουσιαστικά,noun,,αρνί,lamb,lamb photo,generated
1260,6,Διατροφή,Ουσιαστικά,noun,,αυγό,(literary) Alternative form of αβγό (avgó),,needs_review
1261,6,Διατροφή,Ουσιαστικά,noun,,βοδινό,beef,beef photo,generated
1262,6,Διατροφή,Ουσιαστικά,noun,,βραδινό,evening meal,evening meal photo,generated
1263,6,Διατροφή,Ουσιαστικά,noun,,γαλοπούλα,Nominative,Nominative photo,generated
1264,6,Διατροφή,Ουσιαστικά,noun,,γεύμα,meal,meal photo,generated
1265,6,Διατροφή,Ουσιαστικά,noun,,γεύση,taste,taste photo,generated
1266,6,Διατροφή,Ουσιαστικά,noun,,δάφνη,laurel,laurel photo,generated
1267,6,Διατροφή,Ουσιαστικά,noun,,δείπνο,evening meal,evening meal photo,generated
1268,6,Διατροφή,Ουσιαστικά,noun,,ελιά,olive,olive photo,generated
1269,6,Διατροφή,Ουσιαστικά,noun,,επιδόρπιο,dessert,dessert photo,generated
1270,6,Διατροφή,Ουσιαστικά,noun,,εστιατόριο,restaurant,restaurant photo,generated
1271,6,Διατροφή,Ουσιαστικά,noun,,ζάχαρη,sugar,sugar photo,generated
1272,6,Διατροφή,Ουσιαστικά,noun,,ζυμαρικά,Nominative,Nominative photo,generated
1273,6,Διατροφή,Ουσιαστικά,noun,,κατάλογος,catalogue,catalogue photo,generated
1274,6,Διατροφή,Ουσιαστικά,noun,,κατσικάκι,goat meat,goat meat photo,generated
1275,6,Διατροφή,Ουσιαστικά,noun,,κέτσαπ,ketchup,ketchup photo,generated
1276,6,Διατροφή,Ουσιαστικά,noun,,κιμάς,mince,mince photo,generated
1277,6,Διατροφή,Ουσιαστικά,noun,,κολατσό,snack,snack photo,generated
1278,6,Διατροφή,Ουσιαστικά,noun,,κότα,chicken,chicken photo,generated
1279,6,Διατροφή,Ουσιαστικά,noun,,κοτόπουλο,chicken,chicken photo,generated
1280,6,Διατροφή,Ουσιαστικά,noun,,κουζίνα,kitchen,kitchen photo,generated
1281,6,Διατροφή,Ουσιαστικά,noun,,κουταλάκι,small spoon,small spoon photo,generated
1282,6,Διατροφή,Ουσιαστικά,noun,,κουτάλι,spoon,spoon photo,generated
1283,6,Διατροφή,Ουσιαστικά,noun,,κρεατικά,,,no_english
1284,6,Διατροφή,Ουσιαστικά,noun,,κρέπα,,,no_english
1285,6,Διατροφή,Ουσιαστικά,noun,,κριθαράκι,orzo pasta,orzo pasta photo,generated
1286,6,Διατροφή,Ουσιαστικά,noun,,κρύοπιάτο,,,no_english
1287,6,Διατροφή,Ουσιαστικά,noun,,κύμινο,cumin,cumin photo,generated
