entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
8649,18,Poli Sto Xioni,Ρήματα,verb,,φτυαρίζω,shovel,shovel action photo,generated
8650,18,Poli Sto Xioni,Ουσιαστικά,noun,,ζαρζαβατικά,vegetables,vegetables photo,generated
8651,18,Poli Sto Xioni,Επίθετα,adjective,,θαμμένος,buried,buried example photo,generated
8652,18,Poli Sto Xioni,Επίθετα,adjective,,απορροφημένος,absorbed,absorbed example photo,generated
8653,18,Poli Sto Xioni,Ουσιαστικά,noun,,κεραμίδι,roof tile,roof tile photo,generated
8654,18,Poli Sto Xioni,Ουσιαστικά,noun,,λάφυρα,stolen goods,stolen goods photo,generated
8655,18,Poli Sto Xioni,Ουσιαστικά,noun,,ομοίωμα,model,model photo,generated
8656,18,Poli Sto Xioni,Ρήματα,verb,,βυθίζω,sink,sink action photo,generated
8657,18,Poli Sto Xioni,Ουσιαστικά,noun,,περίβλημα,protective cover,protective cover photo,generated
8658,18,Poli Sto Xioni,Ρήματα,verb,,καταψύχω,freeze,freeze action photo,generated
8659,18,Poli Sto Xioni,Επίθετα,adjective,,τολμηρός,brave,brave example photo,generated
8660,18,Poli Sto Xioni,Ρήματα,verb,,λιγοψυχώ,lose my courage,lose my courage action photo,generated
8661,18,Poli Sto Xioni,Επίθετα,adjective,,ανταλλακτικός,spare,spare example photo,generated
8662,18,Poli Sto Xioni,Ρήματα,verb,,καταβροχθίζω,devour,devour action photo,generated
8663,18,Poli Sto Xioni,Ουσιαστικά,noun,,κάρβουνο,coal,coal photo,generated
8664,18,Poli Sto Xioni,Ουσιαστικά,noun,,σχάρα,grill,grill photo,generated
8665,18,Poli Sto Xioni,Ρήματα,verb,,κυλάω,flow,flow action photo,generated
8666,18,Poli Sto Xioni,Επίθετα,adjective,,πρησμένος,swollen,swollen example photo,generated
8667,18,Poli Sto Xioni,Επίθετα,adjective,,βουλωμένος,clogged,clogged example photo,generated
8668,18,Poli Sto Xioni,Εκφράσεις,phrase,,βάλθηκε να δουλεύει,started working,started working photo,needs_review
8669,18,Poli Sto Xioni,Επίθετα,adjective,,κουριασμένος,curled up,curled up example photo,generated
8670,18,Poli Sto Xioni,Ουσιαστικά,noun,,λιποθυμία,fainting,fainting photo,generated
8671,18,Poli Sto Xioni,Εκφράσεις,phrase,,δίχως,without,without photo,needs_review
8672,18,Poli Sto Xioni,Ουσιαστικά,noun,,κιβώτιο,container,container photo,generated
