entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
1621,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αδιάβροχο,raincoat,raincoat photo,generated
1622,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αθλητικάπαπούτσια,,,no_english
1623,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αναπτήρας,cigarette lighter,cigarette lighter photo,generated
1624,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αξεσουάρ,accessory,accessory photo,generated
1625,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,άρωμα,perfume,perfume photo,generated
1626,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ατζέντα,,,no_english
1627,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,γάντι,glove,glove photo,generated
1628,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,γιακάς,collar,collar photo,generated
1629,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,γιλέκο,waistcoat,waistcoat photo,generated
1630,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,γόβα,court shoe,court shoe photo,generated
1631,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,γραβάτα,"(clothing) tie, necktie",,needs_review
1632,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ένδυμα,garment,garment photo,generated
1633,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ενδυμασία,costume,costume photo,generated
1634,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,εσώρουχο,underwear,underwear photo,generated
1635,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ζακέτα,cardigan,cardigan photo,generated
1636,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ζευγάρι,married or in romantic liaison,married or in romantic liaison photo,generated
1637,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ζώνη,belt,belt photo,generated
1638,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,καθρέφτης,mirror,mirror photo,generated
1639,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,καλλυντικά,cosmetic,cosmetic photo,generated
1640,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κάλτσα,sock,sock photo,generated
1641,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,καμπαρτίνα,,,no_english
1642,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,καπέλο,something hat-shaped,something hat-shaped photo,generated
1643,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κασκόλ,scarf,scarf photo,generated
1644,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κινητό(τηλέφωνο),Nominative,Nominative photo,generated
1645,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κοκαλάκι(γιαμαλλιά),,,no_english
1646,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κόκαλο(γιαπαπούτσια),bone,bone photo,generated
1647,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κολόνια,eau de Cologne,eau de Cologne photo,generated
1648,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κορδόνι,,,no_english
1649,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κοστούμι,suit,suit photo,generated
1650,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κουκούλα,hood,hood photo,generated
1651,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κουμπί,button,button photo,generated
1652,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κουμπότρυπα,buttonhole,buttonhole photo,generated
1653,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μανίκι,sleeve,sleeve photo,generated
1654,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μπλούζα,blouse,blouse photo,generated
1655,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μπότα,boot,boot photo,generated
1656,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μποτάκι,,,no_english
1657,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μπουρνούζι,bathrobe,bathrobe photo,generated
1658,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μπουφάν,puffer jacket,puffer jacket photo,generated
1659,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,νυχοκόπτης,,,no_english
1660,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,νυχτικιά,,,no_english
1661,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,νυχτικό,,,no_english
1662,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,παλτό,coat,coat photo,generated
1663,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,παντελόνι,trousers,trousers photo,generated
1664,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,παντόφλα,slipper,slipper photo,generated
1665,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πανωφόρι,coat,coat photo,generated
1666,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,παπούτσι,shoe,shoe photo,generated
1667,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πέδιλο,sandal,sandal photo,generated
1668,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πίπα,tobacco pipe,tobacco pipe photo,generated
1669,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πιτζάμες,,,no_english
1670,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πορτοφόλι,wallet,wallet photo,generated
1671,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πουκάμισο,shirt,shirt photo,generated
1672,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πουλόβερ,pullover,pullover photo,generated
1673,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ρολόι,Nominative and vocative plural,Nominative and vocative plural photo,generated
1674,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ρόμπα,dressing gown,dressing gown photo,generated
1675,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ρούχο,garment,garment photo,generated
1676,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,σακκάκι,,,no_english
1677,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,σκούφος,knitted cap or hat,knitted cap or hat photo,generated
1678,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,σλιπ,,,no_english
1679,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,σουτιέν,brassiere,brassiere photo,generated
1680,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,στηθόδεσμος,brassiere,brassiere photo,generated
1681,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,στυλό,"pen, ballpoint, biro",,needs_review
1682,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ταγιέρ,,,no_english
1683,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τακούνι,heel,heel photo,generated
1684,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τιράντα,,,no_english
1685,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τσάντα,"bag, purse, handbag",,needs_review
1686,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τσαντάκι,small bag ),small bag ) photo,generated
1687,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τσέπη,pocket,pocket photo,generated
1688,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τσιγάρο,cigarette,cigarette photo,generated
1689,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τσόκαρο,,,no_english
1690,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ύφασμα,fabric,fabric photo,generated
1691,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,φανελάκι,vest,vest photo,generated
1692,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,φόρεμα,dress,dress photo,generated
1693,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,φουλάρι,,,no_english
1694,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,φούστα,skirt,skirt photo,generated
1695,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,χτένα,comb,comb photo,generated
1696,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τακοσμήματα,,,no_english
1697,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ακρίβεια,dearness,dearness photo,generated
1698,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,δαχτυλίδι,ring for finger,ring for finger photo,generated
1699,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,βραχιόλι,bracelet,bracelet photo,generated
1700,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,καρφίτσα,"pin (small nail, etc)",,needs_review
1701,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κολιέ,necklace,necklace photo,generated
1702,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,σκουλαρίκι,earring,earring photo,generated
1703,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αγορά,agora,agora photo,generated
1704,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αγορά,agora,agora photo,generated
1705,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,αξία,value,value photo,generated
1706,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,απόδειξη,proof,proof photo,generated
1707,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,βόλτα,turn,turn photo,generated
1708,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,βιτρίνα,shop window,shop window photo,generated
1709,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,διαφήμιση,advertisement,advertisement photo,generated
1710,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,δοκιμαστήριο,fitting room,fitting room photo,generated
1711,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,δόση,dose,dose photo,generated
1712,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,εκποίηση,,,no_english
1713,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,εκπτώσεις,Nominative,Nominative photo,generated
1714,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,εξόφληση,,,no_english
1715,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,επιταγή,cheque,cheque photo,generated
1716,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ευκαρία,,,no_english
1717,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κατανάλωση,,,no_english
1718,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κατάστημα,shop,shop photo,generated
1719,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κέρδος,profit,profit photo,generated
1720,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κοινό,Nominative,Nominative photo,generated
1721,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,κόστος,cost,cost photo,generated
1722,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μαγαζί,shop,shop photo,generated
1723,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,μετρητά,cash,cash photo,generated
1724,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ξεπούλημα,,,no_english
1725,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πίστωση,credit,credit photo,generated
1726,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πιστωτικήκάρτα,,,no_english
1727,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ποιότητα,"quality, attribute (differentiating property)",,needs_review
1728,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ποσοστό,percentage,percentage photo,generated
1729,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,προκαταβολή,deposit,deposit photo,generated
1730,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,προσφορά,offer,offer photo,generated
1731,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πωλητής,seller,seller photo,generated
1732,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,πωλήτρια,seller,seller photo,generated
1733,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ρέστα,change,change photo,generated
1734,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ταμειακήμηχανή,,,no_english
1735,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ταμείο,cash desk,cash desk photo,generated
1736,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,τιμή,price,price photo,generated
1737,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,φθήνια,,,no_english
1738,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,φόρος,tribute,tribute photo,generated
1739,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Ουσιαστικά,noun,,ωράριο,work hours,work hours photo,generated
1740,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,αγοραστικός-ή-ό,buying,buying example photo,generated
1741,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,αδιάβροχος-η-ο,waterproof,waterproof example photo,generated
1742,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,ακριβός-ή-ό,expensive,expensive example photo,generated
1743,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,ανοιχτός-ή-ό,open,open example photo,generated
1744,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,άσπρος-η-ο,white,white example photo,generated
1745,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,ατημέλητος-η-ο,unkempt,unkempt example photo,generated
1746,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,βαμαβακερός-ή-ό,,,no_english
1747,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,βελούδινος-η-ο,,,no_english
1748,7,Ενδυμασία - Προσωπικά αντικείμενα - Αγορά,Επίθετα,adjective,,βυσσινής-ιά-ί,crimson,crimson example photo,generated
