entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
1826,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ανάγνωση,oral presentation of text,oral presentation of text photo,generated
1827,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ανέκδοτο,anecdote,anecdote photo,generated
1828,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,αρκουδάκι,,,no_english
1829,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,αίνιγμα,riddle,riddle photo,generated
1830,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,αυτοκινητάκι,toy car,,needs_review
1831,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,βιβλίο,book,book photo,generated
1832,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,βιβλιοθήκη,library,library photo,generated
1833,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,βιβλιοπωλείο,bookshop,bookshop photo,generated
1834,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,«γκρινιάρης»,,,no_english
1835,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,διαδίκτυο,internet,internet photo,generated
1836,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,διασκέδαση,amusement,amusement photo,generated
1837,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,διήγημα,,,no_english
1838,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,επιτραπέζιοπαιχνίδι,,,no_english
1839,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ζωγραφιά,illustration,illustration photo,generated
1840,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ζωγραφική,painting,painting photo,generated
1841,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ηλεκτρονικάπαιχνίδια,,,no_english
1842,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ηλεκτρονικόςυπολογιστής,,,no_english
1843,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ιντερνέτ,internet,internet photo,generated
1844,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,καβαλέτο,easel,easel photo,generated
1845,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κανόνας,canon,canon photo,generated
1846,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κερομπογιές,,,no_english
1847,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κόμικ,,,no_english
1848,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κομπιούτερ,computer,computer photo,generated
1849,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κούκλα,doll,doll photo,generated
1850,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κουτσό,hopscotch,hopscotch photo,generated
1851,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κρυφτό,hide and seek,hide and seek photo,generated
1852,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,κυνηγητό,hunt,hunt photo,generated
1853,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,μπλοκζωγραφικής,,,no_english
1854,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,μπογιές,paint,paint photo,generated
1855,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,μυθιστόρημα,novel,novel photo,generated
1856,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,νερομπογιές,Nominative,Nominative photo,generated
1857,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ντόμινο,,,no_english
1858,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,χόμπυ,,,no_english
1859,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,παιχνίδι,game,game photo,generated
1860,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,«μήλα»,,,no_english
1861,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,«μονόπολι»,,,no_english
1862,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,μπαλόνι,balloon,balloon photo,generated
1863,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ξυλομπογιές,,,no_english
1864,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,οθόνη,monitor,monitor photo,generated
1865,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ομαδικόπαιχνίδι,,,no_english
1866,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,παραμύθι,fairy tale,fairy tale photo,generated
1867,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,περιοδικό,Nominative,Nominative photo,generated
1868,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,πινέλο,artist's or decorator's brush,artist's or decorator's brush photo,generated
1869,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,ποίημα,poem,poem photo,generated
1870,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,«ποντίκι»,,,no_english
1871,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,σκάκι,chess,chess photo,generated
1872,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,σπαζοκεφαλιά,,,no_english
1873,8,Ελεύθερος χρόνος: παιχνίδια - χόμπι - διασκέδαση - άθληση,Ουσιαστικά,noun,,σταυρόλεξο,crossword,crossword photo,generated
